Step,x-coordinate,y-coordinate,Actions
13009, 93, 36, LF
13010, 94, 36, LF
13011, 94, 37, F
13012, 94, 38, LF
13013, 93, 38, RF
13014, 93, 39, LF
13015, 92, 39, LF
13016, 92, 38, RRF
13017, 92, 39, F
13018, 92, 40, F
13019, 92, 41, RRF
13020, 92, 40, LF
13021, 93, 40, RRF
13022, 92, 40, LF
13023, 92, 39, LF
13024, 93, 39, F
13025, 94, 39, F
13026, 95, 39, LF
13027, 95, 40, LF
13028, 94, 40, RRF
13029, 95, 40, RF
13030, 95, 39, LF
13031, 96, 39, LF
13032, 96, 40, F
13033, 96, 41, F
13034, 96, 42, RRF
13035, 96, 41, LF
13036, 97, 41, RRF
13037, 96, 41, LF
13038, 96, 40, F
13039, 96, 39, LF
13040, 97, 39, LF
13041, 97, 40, RRF
13042, 97, 39, LF
13043, 98, 39, LF
13044, 98, 40, RF
13045, 99, 40, LF
13046, 99, 41, LF
13047, 98, 41, RRF
13048, 99, 41, LF
13049, 99, 42, F
13050, 99, 43, RRF
13051, 99, 42, F
13052, 99, 41, F
13053, 99, 40, RF
13054, 98, 40, LF
13055, 98, 39, LF
13056, 99, 39, RRF
13057, 98, 39, LF
13058, 98, 38, F
13059, 98, 37, LF
13060, 99, 37, LF
13061, 99, 38, RRF
13062, 99, 37, F
13063, 99, 36, F
13064, 99, 35, F
13065, 99, 34, F
13066, 99, 33, F
13067, 99, 32, RF
13068, 98, 32, LF
13069, 98, 31, LF
13070, 99, 31, RF
13071, 99, 30, RRF
13072, 99, 31, LF
13073, 98, 31, LF
13074, 98, 30, F
13075, 98, 29, LF
13076, 99, 29, RF
13077, 99, 28, RRF
13078, 99, 29, LF
13079, 98, 29, F
13080, 97, 29, F
13081, 96, 29, F
13082, 95, 29, LF
13083, 95, 28, RF
13084, 94, 28, F
13085, 93, 28, LF
13086, 93, 27, F
13087, 93, 26, F
13088, 93, 25, LF
13089, 94, 25, LF
13090, 94, 26, RF
13091, 95, 26, LF
13092, 95, 27, LF
13093, 94, 27, RRF
13094, 95, 27, RF
13095, 95, 26, RF
13096, 94, 26, LF
13097, 94, 25, F
13098, 94, 24, LF
13099, 95, 24, LF
13100, 95, 25, RRF
13101, 95, 24, F
13102, 95, 23, F
13103, 95, 22, F
13104, 95, 21, LF
13105, 96, 21, LF
13106, 96, 22, F
13107, 96, 23, F
13108, 96, 24, F
13109, 96, 25, RF
13110, 97, 25, LF
13111, 97, 26, F
13112, 97, 27, LF
13113, 96, 27, LF
13114, 96, 26, RRF
13115, 96, 27, F
13116, 96, 28, RF
13117, 97, 28, RRF
13118, 96, 28, LF
13119, 96, 27, LF
13120, 97, 27, RF
13121, 97, 26, LF
13122, 98, 26, LF
13123, 98, 27, F
13124, 98, 28, RRF
13125, 98, 27, F
13126, 98, 26, LF
13127, 99, 26, LF
13128, 99, 27, RRF
13129, 99, 26, RF
13130, 98, 26, F
13131, 97, 26, LF
13132, 97, 25, RF
13133, 96, 25, LF
13134, 96, 24, F
13135, 96, 23, LF
13136, 97, 23, LF
13137, 97, 24, RF
13138, 98, 24, LF
13139, 98, 25, RRF
13140, 98, 24, LF
13141, 99, 24, LF
13142, 99, 25, RRF
13143, 99, 24, RF
13144, 98, 24, LF
13145, 98, 23, LF
13146, 99, 23, RF
13147, 99, 22, RRF
13148, 99, 23, LF
13149, 98, 23, LF
13150, 98, 22, F
13151, 98, 21, RRF
13152, 98, 22, F
13153, 98, 23, F
13154, 98, 24, LF
13155, 97, 24, LF
13156, 97, 23, RF
13157, 96, 23, LF
13158, 96, 22, LF
13159, 97, 22, RF
13160, 97, 21, RRF
13161, 97, 22, LF
13162, 96, 22, LF
13163, 96, 21, RF
13164, 95, 21, RF
13165, 95, 22, LF
13166, 94, 22, LF
13167, 94, 21, RRF
13168, 94, 22, LF
13169, 93, 22, RF
13170, 93, 23, F
13171, 93, 24, RRF
13172, 93, 23, F
13173, 93, 22, LF
13174, 94, 22, LF
13175, 94, 23, RRF
13176, 94, 22, LF
13177, 95, 22, LF
13178, 95, 23, F
13179, 95, 24, LF
13180, 94, 24, RF
13181, 94, 25, LF
13182, 93, 25, F
13183, 92, 25, LF
13184, 92, 24, F
13185, 92, 23, F
13186, 92, 22, F
13187, 92, 21, RRF
13188, 92, 22, LF
13189, 91, 22, LF
13190, 91, 21, F
13191, 91, 20, RRF
13192, 91, 21, F
13193, 91, 22, LF
13194, 90, 22, LF
13195, 90, 21, RRF
13196, 90, 22, LF
13197, 89, 22, LF
13198, 89, 21, F
13199, 89, 20, LF
13200, 90, 20, RF
13201, 90, 19, RRF
13202, 90, 20, LF
13203, 89, 20, LF
13204, 89, 19, F
13205, 89, 18, F
13206, 89, 17, LF
13207, 90, 17, LF
13208, 90, 18, RF
13209, 91, 18, LF
13210, 91, 19, RF
13211, 92, 19, LF
13212, 92, 20, RF
13213, 93, 20, LF
13214, 93, 21, RRF
13215, 93, 20, RF
13216, 92, 20, LF
13217, 92, 19, F
13218, 92, 18, LF
13219, 93, 18, LF
13220, 93, 19, RF
13221, 94, 19, LF
13222, 94, 20, RRF
13223, 94, 19, LF
13224, 95, 19, LF
13225, 95, 20, RRF
13226, 95, 19, LF
13227, 96, 19, LF
13228, 96, 20, RF
13229, 97, 20, RRF
13230, 96, 20, LF
13231, 96, 19, RF
13232, 95, 19, F
13233, 94, 19, F
13234, 93, 19, LF
13235, 93, 18, LF
13236, 94, 18, F
13237, 95, 18, F
13238, 96, 18, F
13239, 97, 18, LF
13240, 97, 19, RF
13241, 98, 19, LF
13242, 98, 20, RF
13243, 99, 20, LF
13244, 99, 21, RRF
13245, 99, 20, RF
13246, 98, 20, LF
13247, 98, 19, LF
13248, 99, 19, RRF
13249, 98, 19, LF
13250, 98, 18, RRF
13251, 98, 19, LF
13252, 97, 19, LF
13253, 97, 18, RF
13254, 96, 18, F
13255, 95, 18, F
13256, 94, 18, LF
13257, 94, 17, LF
13258, 95, 17, F
13259, 96, 17, RRF
13260, 95, 17, LF
13261, 95, 16, RRF
13262, 95, 17, LF
13263, 94, 17, RF
13264, 94, 18, LF
13265, 93, 18, LF
13266, 93, 17, RF
13267, 92, 17, RRF
13268, 93, 17, LF
13269, 93, 18, LF
13270, 92, 18, RF
13271, 92, 19, LF
13272, 91, 19, LF
13273, 91, 18, RF
13274, 90, 18, LF
13275, 90, 17, LF
13276, 91, 17, RF
13277, 91, 16, F
13278, 91, 15, LF
13279, 92, 15, LF
13280, 92, 16, RRF
13281, 92, 15, LF
13282, 93, 15, F
13283, 94, 15, LF
13284, 94, 16, LF
13285, 93, 16, RRF
13286, 94, 16, RF
13287, 94, 15, LF
13288, 95, 15, F
13289, 96, 15, RRF
13290, 95, 15, F
13291, 94, 15, LF
13292, 94, 14, LF
13293, 95, 14, F
13294, 96, 14, F
13295, 97, 14, LF
13296, 97, 15, RF
13297, 98, 15, LF
13298, 98, 16, RF
13299, 99, 16, LF
13300, 99, 17, LF
13301, 98, 17, F
13302, 97, 17, LF
13303, 97, 16, RF
13304, 96, 16, RRF
13305, 97, 16, LF
13306, 97, 17, RF
13307, 98, 17, F
13308, 99, 17, LF
13309, 99, 18, RRF
13310, 99, 17, F
13311, 99, 16, F
13312, 99, 15, RRF
13313, 99, 16, LF
13314, 98, 16, LF
13315, 98, 15, F
13316, 98, 14, LF
13317, 99, 14, RRF
13318, 98, 14, LF
13319, 98, 13, LF
13320, 99, 13, RRF
13321, 98, 13, F
13322, 97, 13, F
13323, 96, 13, LF
13324, 96, 12, LF
13325, 97, 12, RF
13326, 97, 11, F
13327, 97, 10, LF
13328, 98, 10, LF
13329, 98, 11, F
13330, 98, 12, RF
13331, 99, 12, RF
13332, 99, 11, RRF
13333, 99, 12, LF
13334, 98, 12, LF
13335, 98, 11, F
13336, 98, 10, LF
13337, 99, 10, RRF
13338, 98, 10, F
13339, 97, 10, LF
13340, 97, 9, LF
13341, 98, 9, F
13342, 99, 9, RRF
13343, 98, 9, LF
13344, 98, 8, LF
13345, 99, 8, RF
13346, 99, 7, RF
13347, 98, 7, F
13348, 97, 7, LF
13349, 97, 6, LF
13350, 98, 6, RF
13351, 98, 5, RRF
13352, 98, 6, LF
13353, 97, 6, RF
13354, 97, 7, LF
13355, 96, 7, LF
13356, 96, 6, RRF
13357, 96, 7, LF
13358, 95, 7, LF
13359, 95, 6, F
13360, 95, 5, F
13361, 95, 4, LF
13362, 96, 4, LF
13363, 96, 5, RF
13364, 97, 5, RRF
13365, 96, 5, LF
13366, 96, 4, LF
13367, 97, 4, F
13368, 98, 4, RF
13369, 98, 3, LF
13370, 99, 3, LF
13371, 99, 4, F
13372, 99, 5, F
13373, 99, 6, RRF
13374, 99, 5, F
13375, 99, 4, F
13376, 99, 3, F
13377, 99, 2, RRF
13378, 99, 3, LF
13379, 98, 3, F
13380, 97, 3, LF
13381, 97, 2, LF
13382, 98, 2, RF
13383, 98, 1, LF
13384, 99, 1, RRF
13385, 98, 1, LF
13386, 98, 0, LF
13387, 99, 0, RRF
13388, 98, 0, F
13389, 97, 0, F
13390, 96, 0, RRF
13391, 97, 0, F
13392, 98, 0, LF
13393, 98, 1, F
13394, 98, 2, LF
13395, 97, 2, LF
13396, 97, 1, RF
13397, 96, 1, RF
13398, 96, 2, RRF
13399, 96, 1, LF
13400, 97, 1, LF
13401, 97, 2, F
13402, 97, 3, RF
13403, 98, 3, LF
13404, 98, 4, LF
13405, 97, 4, F
13406, 96, 4, F
13407, 95, 4, LF
13408, 95, 3, LF
13409, 96, 3, RRF
13410, 95, 3, LF
13411, 95, 2, F
13412, 95, 1, F
13413, 95, 0, RF
13414, 94, 0, F
13415, 93, 0, F
13416, 92, 0, F
13417, 91, 0, F
13418, 90, 0, RF
13419, 90, 1, RRF
13420, 90, 0, LF
13421, 91, 0, F
13422, 92, 0, F
13423, 93, 0, LF
13424, 93, 1, RRF
13425, 93, 0, LF
13426, 94, 0, LF
13427, 94, 1, RRF
13428, 94, 0, LF
13429, 95, 0, LF
13430, 95, 1, F
13431, 95, 2, LF
13432, 94, 2, F
13433, 93, 2, RRF
13434, 94, 2, F
13435, 95, 2, LF
13436, 95, 3, LF
13437, 94, 3, F
13438, 93, 3, RF
13439, 93, 4, LF
13440, 92, 4, LF
13441, 92, 3, F
13442, 92, 2, RRF
13443, 92, 3, F
13444, 92, 4, LF
13445, 91, 4, LF
13446, 91, 3, RRF
13447, 91, 4, RF
13448, 92, 4, F
13449, 93, 4, LF
13450, 93, 5, RF
13451, 94, 5, RRF
13452, 93, 5, LF
13453, 93, 4, F
13454, 93, 3, LF
13455, 94, 3, LF
13456, 94, 4, RRF
13457, 94, 3, LF
13458, 95, 3, LF
13459, 95, 4, F
13460, 95, 5, F
13461, 95, 6, F
13462, 95, 7, F
13463, 95, 8, F
13464, 95, 9, RRF
13465, 95, 8, F
13466, 95, 7, LF
13467, 96, 7, F
13468, 97, 7, LF
13469, 97, 8, RRF
13470, 97, 7, LF
13471, 98, 7, F
13472, 99, 7, LF
13473, 99, 8, LF
13474, 98, 8, RF
13475, 98, 9, LF
13476, 97, 9, RF
13477, 97, 10, LF
13478, 96, 10, LF
13479, 96, 9, F
13480, 96, 8, RRF
13481, 96, 9, F
13482, 96, 10, F
13483, 96, 11, LF
13484, 95, 11, LF
13485, 95, 10, RF
13486, 94, 10, RRF
13487, 95, 10, LF
13488, 95, 11, LF
13489, 94, 11, RF
13490, 94, 12, LF
13491, 93, 12, F
13492, 92, 12, LF
13493, 92, 11, LF
13494, 93, 11, RRF
13495, 92, 11, LF
13496, 92, 10, RRF
13497, 92, 11, LF
13498, 91, 11, RF
13499, 91, 12, LF
13500, 90, 12, RRF
13501, 91, 12, RF
13502, 91, 11, LF
13503, 92, 11, LF
13504, 92, 12, RF
13505, 93, 12, F
13506, 94, 12, LF
13507, 94, 13, RRF
13508, 94, 12, F
13509, 94, 11, LF
13510, 95, 11, F
13511, 96, 11, RF
13512, 96, 10, LF
13513, 97, 10, LF
13514, 97, 11, F
13515, 97, 12, LF
13516, 96, 12, F
13517, 95, 12, RRF
13518, 96, 12, LF
13519, 96, 13, RF
13520, 97, 13, F
13521, 98, 13, LF
13522, 98, 14, F
13523, 98, 15, LF
13524, 97, 15, LF
13525, 97, 14, RF
13526, 96, 14, F
13527, 95, 14, LF
13528, 95, 13, RRF
13529, 95, 14, LF
13530, 94, 14, RF
13531, 94, 15, LF
13532, 93, 15, F
13533, 92, 15, LF
13534, 92, 14, F
13535, 92, 13, LF
13536, 93, 13, LF
13537, 93, 14, RRF
13538, 93, 13, RF
13539, 92, 13, RF
13540, 92, 14, F
13541, 92, 15, LF
13542, 91, 15, LF
13543, 91, 14, F
13544, 91, 13, RRF
13545, 91, 14, LF
13546, 90, 14, LF
13547, 90, 13, RF
13548, 89, 13, F
13549, 88, 13, LF
13550, 88, 12, RRF
13551, 88, 13, RF
13552, 89, 13, F
13553, 90, 13, LF
13554, 90, 14, F
13555, 90, 15, LF
13556, 89, 15, RRF
13557, 90, 15, LF
13558, 90, 16, LF
13559, 89, 16, F
13560, 88, 16, LF
13561, 88, 15, RF
13562, 87, 15, LF
13563, 87, 14, LF
13564, 88, 14, F
13565, 89, 14, RRF
13566, 88, 14, F
13567, 87, 14, LF
13568, 87, 13, RF
13569, 86, 13, F
13570, 85, 13, LF
13571, 85, 12, F
13572, 85, 11, RF
13573, 84, 11, RRF
13574, 85, 11, LF
13575, 85, 12, F
13576, 85, 13, LF
13577, 84, 13, LF
13578, 84, 12, RRF
13579, 84, 13, LF
13580, 83, 13, LF
13581, 83, 12, RRF
13582, 83, 13, RF
13583, 84, 13, F
13584, 85, 13, LF
13585, 85, 14, LF
13586, 84, 14, RF
13587, 84, 15, F
13588, 84, 16, LF
13589, 83, 16, RRF
13590, 84, 16, RF
13591, 84, 15, F
13592, 84, 14, LF
13593, 85, 14, RF
13594, 85, 13, LF
13595, 86, 13, F
13596, 87, 13, LF
13597, 87, 14, LF
13598, 86, 14, RRF
13599, 87, 14, LF
13600, 87, 15, F
13601, 87, 16, LF
13602, 86, 16, LF
13603, 86, 15, RF
13604, 85, 15, RRF
13605, 86, 15, LF
13606, 86, 16, LF
13607, 85, 16, RRF
13608, 86, 16, F
13609, 87, 16, RF
13610, 87, 15, LF
13611, 88, 15, LF
13612, 88, 16, RF
13613, 89, 16, F
13614, 90, 16, RF
13615, 90, 15, F
13616, 90, 14, LF
13617, 91, 14, LF
13618, 91, 15, F
13619, 91, 16, F
13620, 91, 17, LF
13621, 90, 17, F
13622, 89, 17, RF
13623, 89, 18, LF
13624, 88, 18, LF
13625, 88, 17, RF
13626, 87, 17, RRF
13627, 88, 17, LF
13628, 88, 18, RF
13629, 89, 18, LF
13630, 89, 19, LF
13631, 88, 19, F
13632, 87, 19, LF
13633, 87, 18, RRF
13634, 87, 19, LF
13635, 86, 19, LF
13636, 86, 18, RRF
13637, 86, 19, LF
13638, 85, 19, RF
13639, 85, 20, LF
13640, 84, 20, LF
13641, 84, 19, F
13642, 84, 18, LF
13643, 85, 18, RRF
13644, 84, 18, RF
13645, 84, 19, LF
13646, 83, 19, LF
13647, 83, 18, F
13648, 83, 17, LF
13649, 84, 17, F
13650, 85, 17, F
13651, 86, 17, RRF
13652, 85, 17, F
13653, 84, 17, F
13654, 83, 17, RF
13655, 83, 18, LF
13656, 82, 18, LF
13657, 82, 17, RRF
13658, 82, 18, RF
13659, 83, 18, LF
13660, 83, 19, RF
13661, 84, 19, LF
13662, 84, 20, LF
13663, 83, 20, F
13664, 82, 20, F
13665, 81, 20, RRF
13666, 82, 20, F
13667, 83, 20, LF
13668, 83, 21, LF
13669, 82, 21, RRF
13670, 83, 21, RF
13671, 83, 20, LF
13672, 84, 20, F
13673, 85, 20, F
13674, 86, 20, RRF
13675, 85, 20, LF
13676, 85, 19, LF
13677, 86, 19, F
13678, 87, 19, F
13679, 88, 19, F
13680, 89, 19, LF
13681, 89, 20, F
13682, 89, 21, LF
13683, 88, 21, LF
13684, 88, 20, RF
13685, 87, 20, RRF
13686, 88, 20, LF
13687, 88, 21, F
13688, 88, 22, LF
13689, 87, 22, LF
13690, 87, 21, RRF
13691, 87, 22, LF
13692, 86, 22, LF
13693, 86, 21, RRF
13694, 86, 22, LF
13695, 85, 22, F
13696, 84, 22, LF
13697, 84, 21, LF
13698, 85, 21, RRF
13699, 84, 21, RF
13700, 84, 22, RF
13701, 85, 22, F
13702, 86, 22, F
13703, 87, 22, F
13704, 88, 22, LF
13705, 88, 23, LF
13706, 87, 23, RRF
13707, 88, 23, LF
13708, 88, 24, LF
13709, 87, 24, F
13710, 86, 24, LF
13711, 86, 23, RRF
13712, 86, 24, LF
13713, 85, 24, LF
13714, 85, 23, RF
13715, 84, 23, F
13716, 83, 23, LF
13717, 83, 22, RF
13718, 82, 22, RRF
13719, 83, 22, LF
13720, 83, 23, LF
13721, 82, 23, F
13722, 81, 23, LF
13723, 81, 22, F
13724, 81, 21, RF
13725, 80, 21, LF
13726, 80, 20, RF
13727, 79, 20, RRF
13728, 80, 20, LF
13729, 80, 21, F
13730, 80, 22, RRF
13731, 80, 21, LF
13732, 81, 21, LF
13733, 81, 22, F
13734, 81, 23, LF
13735, 80, 23, F
13736, 79, 23, LF
13737, 79, 22, RF
13738, 78, 22, LF
13739, 78, 21, LF
13740, 79, 21, RRF
13741, 78, 21, LF
13742, 78, 20, F
13743, 78, 19, LF
13744, 79, 19, F
13745, 80, 19, F
13746, 81, 19, F
13747, 82, 19, RRF
13748, 81, 19, LF
13749, 81, 18, RRF
13750, 81, 19, LF
13751, 80, 19, F
13752, 79, 19, LF
13753, 79, 18, LF
13754, 80, 18, RRF
13755, 79, 18, RF
13756, 79, 19, LF
13757, 78, 19, LF
13758, 78, 18, RF
13759, 77, 18, LF
13760, 77, 17, LF
13761, 78, 17, F
13762, 79, 17, F
13763, 80, 17, RRF
13764, 79, 17, F
13765, 78, 17, LF
13766, 78, 16, LF
13767, 79, 16, F
13768, 80, 16, RF
13769, 80, 15, LF
13770, 81, 15, LF
13771, 81, 16, F
13772, 81, 17, RRF
13773, 81, 16, LF
13774, 82, 16, RF
13775, 82, 15, RRF
13776, 82, 16, LF
13777, 81, 16, LF
13778, 81, 15, RF
13779, 80, 15, RF
13780, 80, 16, LF
13781, 79, 16, F
13782, 78, 16, LF
13783, 78, 15, LF
13784, 79, 15, RRF
13785, 78, 15, RF
13786, 78, 16, F
13787, 78, 17, LF
13788, 77, 17, RF
13789, 77, 18, RF
13790, 78, 18, LF
13791, 78, 19, LF
13792, 77, 19, RRF
13793, 78, 19, LF
13794, 78, 20, F
13795, 78, 21, F
13796, 78, 22, LF
13797, 77, 22, F
13798, 76, 22, LF
13799, 76, 21, LF
13800, 77, 21, RF
13801, 77, 20, RRF
13802, 77, 21, LF
13803, 76, 21, LF
13804, 76, 20, RF
13805, 75, 20, LF
13806, 75, 19, LF
13807, 76, 19, RRF
13808, 75, 19, RF
13809, 75, 20, LF
13810, 74, 20, LF
13811, 74, 19, F
13812, 74, 18, LF
13813, 75, 18, RF
13814, 75, 17, LF
13815, 76, 17, LF
13816, 76, 18, RRF
13817, 76, 17, RF
13818, 75, 17, RF
13819, 75, 18, LF
13820, 74, 18, F
13821, 73, 18, F
13822, 72, 18, RRF
13823, 73, 18, F
13824, 74, 18, LF
13825, 74, 19, LF
13826, 73, 19, F
13827, 72, 19, F
13828, 71, 19, LF
13829, 71, 18, F
13830, 71, 17, LF
13831, 72, 17, RRF
13832, 71, 17, LF
13833, 71, 16, F
13834, 71, 15, F
13835, 71, 14, F
13836, 71, 13, LF
13837, 72, 13, LF
13838, 72, 14, RRF
13839, 72, 13, LF
13840, 73, 13, LF
13841, 73, 14, F
13842, 73, 15, LF
13843, 72, 15, RRF
13844, 73, 15, LF
13845, 73, 16, LF
13846, 72, 16, RRF
13847, 73, 16, RF
13848, 73, 15, LF
13849, 74, 15, LF
13850, 74, 16, F
13851, 74, 17, LF
13852, 73, 17, RRF
13853, 74, 17, RF
13854, 74, 16, F
13855, 74, 15, RF
13856, 73, 15, LF
13857, 73, 14, F
13858, 73, 13, LF
13859, 74, 13, LF
13860, 74, 14, RRF
13861, 74, 13, LF
13862, 75, 13, LF
13863, 75, 14, F
13864, 75, 15, F
13865, 75, 16, RF
13866, 76, 16, RRF
13867, 75, 16, LF
13868, 75, 15, LF
13869, 76, 15, RRF
13870, 75, 15, LF
13871, 75, 14, LF
13872, 76, 14, F
13873, 77, 14, LF
13874, 77, 15, F
13875, 77, 16, RRF
13876, 77, 15, F
13877, 77, 14, LF
13878, 78, 14, RF
13879, 78, 13, LF
13880, 79, 13, LF
13881, 79, 14, RF
13882, 80, 14, RF
13883, 80, 13, F
13884, 80, 12, LF
13885, 81, 12, F
13886, 82, 12, LF
13887, 82, 13, F
13888, 82, 14, LF
13889, 81, 14, LF
13890, 81, 13, RRF
13891, 81, 14, RF
13892, 82, 14, F
13893, 83, 14, LF
13894, 83, 15, RRF
13895, 83, 14, RF
13896, 82, 14, LF
13897, 82, 13, F
13898, 82, 12, RF
13899, 81, 12, F
13900, 80, 12, RF
13901, 80, 13, F
13902, 80, 14, LF
13903, 79, 14, LF
13904, 79, 13, F
13905, 79, 12, F
13906, 79, 11, LF
13907, 80, 11, RRF
13908, 79, 11, LF
13909, 79, 10, RF
13910, 78, 10, F
13911, 77, 10, RF
13912, 77, 11, LF
13913, 76, 11, RRF
13914, 77, 11, F
13915, 78, 11, RRF
13916, 77, 11, LF
13917, 77, 10, LF
13918, 78, 10, F
13919, 79, 10, LF
13920, 79, 11, F
13921, 79, 12, F
13922, 79, 13, LF
13923, 78, 13, RF
13924, 78, 14, LF
13925, 77, 14, F
13926, 76, 14, F
13927, 75, 14, LF
13928, 75, 13, LF
13929, 76, 13, F
13930, 77, 13, RRF
13931, 76, 13, F
13932, 75, 13, F
13933, 74, 13, LF
13934, 74, 12, RRF
13935, 74, 13, LF
13936, 73, 13, F
13937, 72, 13, F
13938, 71, 13, F
13939, 70, 13, F
13940, 69, 13, LF
13941, 69, 12, LF
13942, 70, 12, F
13943, 71, 12, RRF
13944, 70, 12, F
13945, 69, 12, LF
13946, 69, 11, F
13947, 69, 10, F
13948, 69, 9, LF
13949, 70, 9, LF
13950, 70, 10, F
13951, 70, 11, RF
13952, 71, 11, F
13953, 72, 11, LF
13954, 72, 12, RF
13955, 73, 12, RF
13956, 73, 11, F
13957, 73, 10, LF
13958, 74, 10, LF
13959, 74, 11, RF
13960, 75, 11, LF
13961, 75, 12, RF
13962, 76, 12, F
13963, 77, 12, F
13964, 78, 12, RRF
13965, 77, 12, F
13966, 76, 12, F
13967, 75, 12, LF
13968, 75, 11, F
13969, 75, 10, LF
13970, 76, 10, RRF
13971, 75, 10, LF
13972, 75, 9, RF
13973, 74, 9, LF
13974, 74, 8, LF
13975, 75, 8, RRF
13976, 74, 8, RF
13977, 74, 9, RF
13978, 75, 9, LF
13979, 75, 10, F
13980, 75, 11, LF
13981, 74, 11, LF
13982, 74, 10, RF
13983, 73, 10, LF
13984, 73, 9, RF
13985, 72, 9, LF
13986, 72, 8, LF
13987, 73, 8, RF
13988, 73, 7, RF
13989, 72, 7, LF
13990, 72, 6, LF
13991, 73, 6, F
13992, 74, 6, F
13993, 75, 6, LF
13994, 75, 7, LF
13995, 74, 7, RRF
13996, 75, 7, RF
13997, 75, 6, F
13998, 75, 5, LF
13999, 76, 5, LF
14000, 76, 6, RRF
14001, 76, 5, LF
14002, 77, 5, LF
14003, 77, 6, RRF
14004, 77, 5, RF
14005, 76, 5, LF
14006, 76, 4, F
14007, 76, 3, LF
14008, 77, 3, LF
14009, 77, 4, RF
14010, 78, 4, LF
14011, 78, 5, F
14012, 78, 6, F
14013, 78, 7, F
14014, 78, 8, LF
14015, 77, 8, LF
14016, 77, 7, RF
14017, 76, 7, RRF
14018, 77, 7, LF
14019, 77, 8, LF
14020, 76, 8, RF
14021, 76, 9, RRF
14022, 76, 8, LF
14023, 77, 8, LF
14024, 77, 9, RRF
14025, 77, 8, LF
14026, 78, 8, LF
14027, 78, 9, RRF
14028, 78, 8, LF
14029, 79, 8, LF
14030, 79, 9, RRF
14031, 79, 8, LF
14032, 80, 8, LF
14033, 80, 9, F
14034, 80, 10, RF
14035, 81, 10, LF
14036, 81, 11, RRF
14037, 81, 10, LF
14038, 82, 10, LF
14039, 82, 11, RF
14040, 83, 11, RRF
14041, 82, 11, LF
14042, 82, 10, RF
14043, 81, 10, F
14044, 80, 10, LF
14045, 80, 9, LF
14046, 81, 9, F
14047, 82, 9, F
14048, 83, 9, F
14049, 84, 9, LF
14050, 84, 10, LF
14051, 83, 10, RRF
14052, 84, 10, RF
14053, 84, 9, F
14054, 84, 8, LF
14055, 85, 8, LF
14056, 85, 9, F
14057, 85, 10, RF
14058, 86, 10, LF
14059, 86, 11, RF
14060, 87, 11, LF
14061, 87, 12, LF
14062, 86, 12, RRF
14063, 87, 12, RF
14064, 87, 11, LF
14065, 88, 11, RRF
14066, 87, 11, F
14067, 86, 11, LF
14068, 86, 10, LF
14069, 87, 10, RRF
14070, 86, 10, F
14071, 85, 10, LF
14072, 85, 9, LF
14073, 86, 9, RF
14074, 86, 8, LF
14075, 87, 8, LF
14076, 87, 9, RF
14077, 88, 9, LF
14078, 88, 10, RF
14079, 89, 10, LF
14080, 89, 11, F
14081, 89, 12, RRF
14082, 89, 11, LF
14083, 90, 11, RRF
14084, 89, 11, LF
14085, 89, 10, RF
14086, 88, 10, LF
14087, 88, 9, LF
14088, 89, 9, RF
14089, 89, 8, F
14090, 89, 7, LF
14091, 90, 7, LF
14092, 90, 8, F
14093, 90, 9, F
14094, 90, 10, RF
14095, 91, 10, RRF
14096, 90, 10, LF
14097, 90, 9, F
14098, 90, 8, LF
14099, 91, 8, LF
14100, 91, 9, RF
14101, 92, 9, RRF
14102, 91, 9, LF
14103, 91, 8, LF
14104, 92, 8, F
14105, 93, 8, LF
14106, 93, 9, F
14107, 93, 10, RRF
14108, 93, 9, F
14109, 93, 8, LF
14110, 94, 8, LF
14111, 94, 9, RRF
14112, 94, 8, F
14113, 94, 7, RRF
14114, 94, 8, LF
14115, 93, 8, F
14116, 92, 8, F
14117, 91, 8, F
14118, 90, 8, LF
14119, 90, 7, LF
14120, 91, 7, F
14121, 92, 7, RRF
14122, 91, 7, F
14123, 90, 7, LF
14124, 90, 6, LF
14125, 91, 6, F
14126, 92, 6, F
14127, 93, 6, LF
14128, 93, 7, RRF
14129, 93, 6, LF
14130, 94, 6, RRF
14131, 93, 6, F
14132, 92, 6, LF
14133, 92, 5, RRF
14134, 92, 6, LF
14135, 91, 6, LF
14136, 91, 5, RRF
14137, 91, 6, LF
14138, 90, 6, LF
14139, 90, 5, F
14140, 90, 4, F
14141, 90, 3, RRF
14142, 90, 4, LF
14143, 89, 4, LF
14144, 89, 3, F
14145, 89, 2, LF
14146, 90, 2, F
14147, 91, 2, RF
14148, 91, 1, LF
14149, 92, 1, RRF
14150, 91, 1, RF
14151, 91, 2, LF
14152, 90, 2, F
14153, 89, 2, LF
14154, 89, 1, F
14155, 89, 0, RRF
14156, 89, 1, F
14157, 89, 2, F
14158, 89, 3, F
14159, 89, 4, LF
14160, 88, 4, LF
14161, 88, 3, F
14162, 88, 2, RRF
14163, 88, 3, LF
14164, 87, 3, LF
14165, 87, 2, F
14166, 87, 1, LF
14167, 88, 1, RF
14168, 88, 0, RRF
14169, 88, 1, LF
14170, 87, 1, RF
14171, 87, 2, F
14172, 87, 3, RF
14173, 88, 3, LF
14174, 88, 4, LF
14175, 87, 4, F
14176, 86, 4, LF
14177, 86, 3, F
14178, 86, 2, F
14179, 86, 1, RRF
14180, 86, 2, LF
14181, 85, 2, LF
14182, 85, 1, F
14183, 85, 0, LF
